Id,SalePrice
1461,126110.89666021583
1462,157563.14619713934
1463,174728.25610559195
1464,185274.58977279052
1465,210954.41691536427
1466,175879.9392459108
1467,175879.9392459108
1468,163857.6295089998
1469,175879.9392459108
1470,110704.35037313706
1471,175879.9392459108
1472,84738.94394633893
1473,85277.13692074607
1474,143940.28577377542
1475,126110.89666021583
1476,438745.90174336446
1477,259180.63013568666
1478,286528.13119015575
1479,286528.13119015575
1480,438745.90174336446
1481,327430.7264950461
1482,213548.5391099358
1483,175879.9392459108
1484,163857.6295089998
1485,175879.9392459108
1486,197494.51389011173
1487,294977.1074651106
1488,234845.08127499235
1489,197494.51389011173
1490,210954.41691536427
1491,197494.51389011173
1492,85277.13692074607
1493,185274.58977279052
1494,286528.13119015575
1495,286528.13119015575
1496,210954.41691536427
1497,185274.58977279052
1498,163857.6295089998
1499,154135.54860563035
1500,146132.6161599224
1501,174728.25610559195
1502,154135.54860563035
1503,286528.13119015575
1504,234845.08127499235
1505,213548.5391099358
1506,175879.9392459108
1507,213548.5391099358
1508,175879.9392459108
1509,157563.14619713934
1510,132558.33712236266
1511,143504.27844326277
1512,163857.6295089998
1513,154135.54860563035
1514,146132.6161599224
1515,197494.51389011173
1516,146132.6161599224
1517,175715.66264112736
1518,132558.33712236266
1519,210954.41691536427
1520,126110.89666021583
1521,128946.60019319944
1522,175879.9392459108
1523,118482.86649770141
1524,126110.89666021583
1525,126110.89666021583
1526,118482.86649770141
1527,106439.39613548008
1528,145689.9681209144
1529,143504.27844326277
1530,210954.41691536427
1531,126110.89666021583
1532,109541.6988524765
1533,128946.60019319944
1534,128946.60019319944
1535,146132.6161599224
1536,109541.6988524765
1537,36975.015897005425
1538,146132.6161599224
1539,175879.9392459108
1540,80790.42596171206
1541,132558.33712236266
1542,147027.68515865484
1543,174728.25610559195
1544,85277.13692074607
1545,126110.89666021583
1546,136881.87769204858
1547,143940.28577377542
1548,146132.6161599224
1549,126110.89666021583
1550,126110.89666021583
1551,109982.76431582688
1552,128946.60019319944
1553,154135.54860563035
1554,126110.89666021583
1555,168016.1873549496
1556,85277.13692074607
1557,85277.13692074607
1558,84738.94394633893
1559,85277.13692074607
1560,126110.89666021583
1561,80280.54875971201
1562,127903.65495154366
1563,126110.89666021583
1564,157563.14619713934
1565,146132.6161599224
1566,234845.08127499235
1567,47756.3295596042
1568,234845.08127499235
1569,109541.6988524765
1570,136881.87769204858
1571,118482.86649770141
1572,128946.60019319944
1573,210954.41691536427
1574,118482.86649770141
1575,210954.41691536427
1576,213548.5391099358
1577,175879.9392459108
1578,132558.33712236266
1579,139393.80049242586
1580,197494.51389011173
1581,154135.54860563035
1582,126110.89666021583
1583,286528.13119015575
1584,213548.5391099358
1585,136881.87769204858
1586,47756.3295596042
1587,109982.76431582688
1588,145689.9681209144
1589,85277.13692074607
1590,132558.33712236266
1591,105767.64748498524
1592,110704.35037313706
1593,127903.65495154366
1594,138966.70339368333
1595,118482.86649770141
1596,213548.5391099358
1597,175879.9392459108
1598,213548.5391099358
1599,161349.6413698612
1600,161349.6413698612
1601,59393.06568907325
1602,123340.88330947574
1603,85277.13692074607
1604,259180.63013568666
1605,213548.5391099358
1606,175879.9392459108
1607,175879.9392459108
1608,210954.41691536427
1609,197494.51389011173
1610,157563.14619713934
1611,127139.22360099675
1612,174728.25610559195
1613,175879.9392459108
1614,117063.55511365487
1615,85277.13692074607
1616,80790.42596171206
1617,85277.13692074607
1618,126110.89666021583
1619,132558.33712236266
1620,140231.6506448125
1621,132558.33712236266
1622,146132.6161599224
1623,269402.1972807213
1624,185274.58977279052
1625,126110.89666021583
1626,163857.6295089998
1627,175879.9392459108
1628,247005.79733863292
1629,185274.58977279052
1630,294977.1074651106
1631,213548.5391099358
1632,213548.5391099358
1633,175879.9392459108
1634,175879.9392459108
1635,157563.14619713934
1636,157563.14619713934
1637,185274.58977279052
1638,185274.58977279052
1639,185274.58977279052
1640,247005.79733863292
1641,175879.9392459108
1642,213548.5391099358
1643,234845.08127499235
1644,234845.08127499235
1645,210954.41691536427
1646,146132.6161599224
1647,157563.14619713934
1648,132558.33712236266
1649,146132.6161599224
1650,109982.76431582688
1651,126110.89666021583
1652,85277.13692074607
1653,84738.94394633893
1654,154135.54860563035
1655,132558.33712236266
1656,138971.5647556577
1657,154135.54860563035
1658,154135.54860563035
1659,132558.33712236266
1660,154135.54860563035
1661,438745.90174336446
1662,294977.1074651106
1663,294977.1074651106
1664,438745.90174336446
1665,327430.7264950461
1666,286528.13119015575
1667,309919.99962827266
1668,327430.7264950461
1669,286528.13119015575
1670,327430.7264950461
1671,286528.13119015575
1672,438745.90174336446
1673,319837.6755198673
1674,258152.30917714516
1675,197494.51389011173
1676,175879.9392459108
